"","Date","Venue","Home.Team","Away.Team","Home.Score","Away.Score","Home.Margin","Away.Margin","Home.Win.Odds","Away.Win.Odds","Home.Line.Odds","Away.Line.Odds","Round","Season"
"2409","19/03/2022","Stadium Australia","GWS","Sydney",92,112,-20,20,2.04,1.8,2.5,-2.5,1,2022
"2410","19/03/2022","Gabba","Brisbane Lions","Port Adelaide",80,69,11,-11,1.53,2.56,-10.5,10.5,1,2022
"2411","20/03/2022","M.C.G.","Hawthorn","North Melbourne",78,58,20,-20,1.67,2.2,-6.5,6.5,1,2022
"2412","20/03/2022","Adelaide Oval","Adelaide","Fremantle",82,83,-1,1,2.1,1.75,4.5,-4.5,1,2022
"2413","20/03/2022","Perth Stadium","West Coast","Gold Coast",80,107,-27,27,1.52,2.55,-12.5,12.5,1,2022
"2414","24/03/2022","Docklands","Footscray","Carlton",90,102,-12,12,1.6,2.35,-8.5,8.5,2,2022
"2415","25/03/2022","S.C.G.","Sydney","Geelong",107,77,30,-30,1.72,2.15,-4.5,4.5,2,2022
"2416","26/03/2022","M.C.G.","Collingwood","Adelaide",100,58,42,-42,1.36,3.2,-19.5,19.5,2,2022
"2417","26/03/2022","Docklands","Essendon","Brisbane Lions",75,97,-22,22,2.85,1.42,16.5,-16.5,2,2022
"2418","26/03/2022","Adelaide Oval","Port Adelaide","Hawthorn",56,120,-64,64,1.24,4.1,-25.5,25.5,2,2022
"2419","26/03/2022","Carrara","Gold Coast","Melbourne",69,82,-13,13,3.95,1.27,22.5,-22.5,2,2022
"2420","27/03/2022","Docklands","North Melbourne","West Coast",74,59,15,-15,1.2,4.6,-28.5,28.5,2,2022
"2421","27/03/2022","M.C.G.","Richmond","GWS",109,73,36,-36,2.65,1.48,13.5,-13.5,2,2022
"2422","27/03/2022","Perth Stadium","Fremantle","St Kilda",55,65,-10,10,1.88,1.95,-1.5,1.5,2,2022
"2423","03/04/2022","Perth Stadium","West Coast","Fremantle",47,102,-55,55,2.01,1.855,1.5,-1.5,3,2022
"2424","31/03/2022","Docklands","Footscray","Sydney",71,60,11,-11,1.75,2.1,-3.5,3.5,3,2022
"2425","01/04/2022","M.C.G.","Melbourne","Essendon",99,70,29,-29,1.2,4.6,-27.5,27.5,3,2022
"2426","01/04/2022","Adelaide Oval","Adelaide","Port Adelaide",96,92,4,-4,3.3,1.35,20.5,-20.5,3,2022
"2427","02/04/2022","Sydney Showground","GWS","Gold Coast",83,57,26,-26,1.57,2.41,-9.5,9.5,3,2022
"2428","02/04/2022","M.C.G.","Collingwood","Geelong",91,104,-13,13,2.7,1.48,14.5,-14.5,3,2022
"2429","02/04/2022","Gabba","Brisbane Lions","North Melbourne",156,48,108,-108,1.08,8,-42.5,42.5,3,2022
"2430","03/04/2022","M.C.G.","Carlton","Hawthorn",74,73,1,-1,1.57,2.4,-10.5,10.5,3,2022
"2431","03/04/2022","Docklands","St Kilda","Richmond",117,84,33,-33,1.94,1.9,2,-2,3,2022
"2432","07/04/2022","Adelaide Oval","Port Adelaide","Melbourne",36,68,-32,32,3,1.41,15.5,-15.5,4,2022
"2433","08/04/2022","Kardinia Park","Geelong","Brisbane Lions",80,70,10,-10,1.77,2.07,-3.5,3.5,4,2022
"2434","09/04/2022","S.C.G.","Sydney","North Melbourne",86,75,11,-11,1.08,8.5,-42.5,42.5,4,2022
"2435","09/04/2022","Docklands","Collingwood","West Coast",74,87,-13,13,1.24,4.2,-25.5,25.5,4,2022
"2436","09/04/2022","M.C.G.","Richmond","Footscray",99,61,38,-38,2.5,1.53,10.5,-10.5,4,2022
"2437","09/04/2022","Perth Stadium","Fremantle","GWS",88,54,34,-34,1.9,1.9,-2,2,4,2022
"2438","10/04/2022","Docklands","Essendon","Adelaide",103,99,4,-4,1.45,2.75,-14.5,14.5,4,2022
"2439","10/04/2022","M.C.G.","Hawthorn","St Kilda",73,142,-69,69,2.05,1.8,2.5,-2.5,4,2022
"2440","10/04/2022","Carrara","Gold Coast","Carlton",92,62,30,-30,2.45,1.55,9.5,-9.5,4,2022
"2441","14/04/2022","Gabba","Brisbane Lions","Collingwood",98,91,7,-7,1.17,5,-30.5,30.5,5,2022
"2442","15/04/2022","Docklands","North Melbourne","Footscray",71,139,-68,68,5.4,1.16,31.5,-31.5,5,2022
"2443","15/04/2022","Perth Stadium","West Coast","Sydney",58,121,-63,63,2.51,1.53,9.5,-9.5,5,2022
"2444","16/04/2022","Docklands","St Kilda","Gold Coast",87,61,26,-26,1.33,3.3,-19.5,19.5,5,2022
"2445","16/04/2022","Adelaide Oval","Adelaide","Richmond",101,82,19,-19,2.15,1.7,5.5,-5.5,5,2022
"2446","16/04/2022","M.C.G.","Melbourne","GWS",120,53,67,-67,1.16,5.4,-32.5,32.5,5,2022
"2447","17/04/2022","M.C.G.","Carlton","Port Adelaide",94,91,3,-3,1.56,2.45,-11.5,11.5,5,2022
"2448","17/04/2022","Docklands","Essendon","Fremantle",59,107,-48,48,1.88,1.95,-2,2,5,2022
"2449","18/04/2022","M.C.G.","Hawthorn","Geelong",92,80,12,-12,3.05,1.4,16.5,-16.5,5,2022
"2450","22/04/2022","Manuka Oval","GWS","St Kilda",60,77,-17,17,2.15,1.72,4.5,-4.5,6,2022
"2451","23/04/2022","Eureka Stadium","Footscray","Adelaide",62,63,-1,1,1.28,3.75,-22.5,22.5,6,2022
"2452","23/04/2022","Adelaide Oval","Port Adelaide","West Coast",117,33,84,-84,1.35,3.2,-19.5,19.5,6,2022
"2453","23/04/2022","Perth Stadium","Fremantle","Carlton",97,62,35,-35,1.65,2.25,-6.5,6.5,6,2022
"2454","24/04/2022","Bellerive Oval","North Melbourne","Geelong",61,121,-60,60,5,1.17,28.5,-28.5,6,2022
"2455","24/04/2022","Carrara","Gold Coast","Brisbane Lions",80,132,-52,52,3.2,1.35,18.5,-18.5,6,2022
"2456","24/04/2022","M.C.G.","Richmond","Melbourne",54,76,-22,22,4.25,1.23,25.5,-25.5,6,2022
"2457","25/04/2022","York Park","Hawthorn","Sydney",68,109,-41,41,2.25,1.65,7.5,-7.5,6,2022
"2458","25/04/2022","M.C.G.","Essendon","Collingwood",82,93,-11,11,2.75,1.46,13.5,-13.5,6,2022
"2459","06/05/2022","Adelaide Oval","Port Adelaide","Footscray",86,69,17,-17,1.55,2.5,-8.5,8.5,8,2022
"2460","06/05/2022","Perth Stadium","Fremantle","North Melbourne",102,24,78,-78,1.11,6.5,-37.5,37.5,8,2022
"2461","07/05/2022","M.C.G.","Richmond","Collingwood",113,86,27,-27,1.54,2.5,-10.5,10.5,8,2022
"2462","07/05/2022","S.C.G.","Sydney","Gold Coast",61,75,-14,14,1.16,5.25,-32.5,32.5,8,2022
"2463","07/05/2022","Manuka Oval","GWS","Geelong",35,88,-53,53,1.95,1.87,2.5,-2.5,8,2022
"2464","07/05/2022","Docklands","Essendon","Hawthorn",108,81,27,-27,2.3,1.64,7.5,-7.5,8,2022
"2465","07/05/2022","Gabba","Brisbane Lions","West Coast",105,30,75,-75,1.01,17,-71.5,71.5,8,2022
"2466","08/05/2022","M.C.G.","Melbourne","St Kilda",93,55,38,-38,1.33,3.4,-20.5,20.5,8,2022
"2467","08/05/2022","Docklands","Carlton","Adelaide",116,68,48,-48,1.32,3.4,-20.5,20.5,8,2022
"2468","13/05/2022","Docklands","Collingwood","Footscray",51,99,-48,48,2.3,1.62,7.5,-7.5,9,2022
"2469","14/05/2022","M.C.G.","Hawthorn","Richmond",94,117,-23,23,3.1,1.37,18.5,-18.5,9,2022
"2470","14/05/2022","Bellerive Oval","North Melbourne","Port Adelaide",46,115,-69,69,5.8,1.15,34.5,-34.5,9,2022
"2471","14/05/2022","Docklands","St Kilda","Geelong",90,80,10,-10,2.15,1.7,5.5,-5.5,9,2022
"2472","14/05/2022","S.C.G.","Sydney","Essendon",105,47,58,-58,1.32,3.4,-22.5,22.5,9,2022
"2473","14/05/2022","Adelaide Oval","Adelaide","Brisbane Lions",66,102,-36,36,4.3,1.23,28.5,-28.5,9,2022
"2474","15/05/2022","Carrara","Gold Coast","Fremantle",69,33,36,-36,2.55,1.52,11,-11,9,2022
"2475","15/05/2022","Sydney Showground","GWS","Carlton",75,105,-30,30,2.02,1.81,2.5,-2.5,9,2022
"2476","15/05/2022","Perth Stadium","West Coast","Melbourne",38,112,-74,74,17,1.01,58.5,-58.5,9,2022
"2477","20/05/2022","Docklands","Carlton","Sydney",102,87,15,-15,2,1.85,1.5,-1.5,10,2022
"2478","21/05/2022","Kardinia Park","Geelong","Port Adelaide",82,47,35,-35,1.37,3.1,-17.5,17.5,10,2022
"2479","21/05/2022","Eureka Stadium","Footscray","Gold Coast",106,87,19,-19,1.45,2.75,-15.5,15.5,10,2022
"2480","21/05/2022","Docklands","North Melbourne","Melbourne",53,100,-47,47,17,1.01,65.5,-65.5,10,2022
"2481","21/05/2022","Adelaide Oval","Adelaide","St Kilda",69,90,-21,21,3.1,1.37,17.5,-17.5,10,2022
"2482","21/05/2022","M.C.G.","Richmond","Essendon",80,48,32,-32,1.26,3.85,-25.5,25.5,10,2022
"2483","22/05/2022","Sydney Showground","GWS","West Coast",138,86,52,-52,1.1,7,-39.5,39.5,10,2022
"2484","22/05/2022","York Park","Hawthorn","Brisbane Lions",117,112,5,-5,3.55,1.32,20.5,-20.5,10,2022
"2485","22/05/2022","Perth Stadium","Fremantle","Collingwood",44,80,-36,36,1.25,4.1,-24.5,24.5,10,2022
"2486","27/05/2022","S.C.G.","Sydney","Richmond",106,100,6,-6,1.53,2.5,-12.5,12.5,11,2022
"2487","28/05/2022","Kardinia Park","Geelong","Adelaide",97,55,42,-42,1.08,8.4,-44.5,44.5,11,2022
"2488","28/05/2022","Gabba","Brisbane Lions","GWS",110,96,14,-14,1.18,5.2,-32.5,32.5,11,2022
"2489","28/05/2022","M.C.G.","Melbourne","Fremantle",56,94,-38,38,1.2,4.6,-29.5,29.5,11,2022
"2490","28/05/2022","Perth Stadium","West Coast","Footscray",60,161,-101,101,8,1.08,42.5,-42.5,11,2022
"2491","28/05/2022","Marrara Oval","Gold Coast","Hawthorn",121,54,67,-67,1.78,2.05,-4.5,4.5,11,2022
"2492","29/05/2022","Docklands","St Kilda","North Melbourne",103,50,53,-53,1.06,9.2,-45.5,45.5,11,2022
"2493","29/05/2022","M.C.G.","Collingwood","Carlton",79,75,4,-4,2.4,1.58,9.5,-9.5,11,2022
"2494","29/05/2022","Adelaide Oval","Port Adelaide","Essendon",66,50,16,-16,1.15,5.6,-34.5,34.5,11,2022
"2495","09/06/2022","M.C.G.","Richmond","Port Adelaide",77,65,12,-12,1.46,2.75,-12.5,12.5,13,2022
"2496","10/06/2022","M.C.G.","Essendon","Carlton",54,80,-26,26,3.01,1.4,16.5,-16.5,13,2022
"2497","11/06/2022","Perth Stadium","Fremantle","Hawthorn",95,82,13,-13,1.14,5.75,-33.5,33.5,13,2022
"2498","11/06/2022","Gabba","Brisbane Lions","St Kilda",78,57,21,-21,1.4,3,-17.5,17.5,13,2022
"2499","12/06/2022","Docklands","North Melbourne","GWS",53,102,-49,49,5.3,1.17,34.5,-34.5,13,2022
"2500","13/06/2022","M.C.G.","Collingwood","Melbourne",82,56,26,-26,2.75,1.46,14.5,-14.5,13,2022
"2501","16/06/2022","M.C.G.","Richmond","Carlton",81,66,15,-15,1.78,2.1,-2.5,2.5,14,2022
"2502","17/06/2022","Docklands","St Kilda","Essendon",72,107,-35,35,1.29,3.7,-23.5,23.5,14,2022
"2503","18/06/2022","Adelaide Oval","Port Adelaide","Sydney",82,59,23,-23,2,1.85,1.5,-1.5,14,2022
"2504","18/06/2022","Perth Stadium","West Coast","Geelong",63,81,-18,18,9,1.06,45.5,-45.5,14,2022
"2505","18/06/2022","Sydney Showground","GWS","Footscray",105,125,-20,20,1.95,1.87,1.5,-1.5,14,2022
"2506","19/06/2022","Carrara","Gold Coast","Adelaide",116,73,43,-43,1.17,5,-29.5,29.5,14,2022
"2507","23/06/2022","M.C.G.","Melbourne","Brisbane Lions",117,53,64,-64,1.62,2.32,-8.5,8.5,15,2022
"2508","24/06/2022","Docklands","Footscray","Hawthorn",125,83,42,-42,1.4,3,-16.5,16.5,15,2022
"2509","24/06/2022","Perth Stadium","West Coast","Essendon",107,97,10,-10,2.9,1.43,15.5,-15.5,15,2022
"2510","25/06/2022","Docklands","Carlton","Fremantle",81,50,31,-31,2.1,1.77,4.5,-4.5,15,2022
"2511","25/06/2022","M.C.G.","Geelong","Richmond",89,86,3,-3,1.85,2,-1.5,1.5,15,2022
"2512","25/06/2022","S.C.G.","Sydney","St Kilda",83,32,51,-51,1.43,2.94,-15.5,15.5,15,2022
"2513","26/06/2022","Bellerive Oval","North Melbourne","Adelaide",58,115,-57,57,3.6,1.32,18.5,-18.5,15,2022
"2514","26/06/2022","M.C.G.","Collingwood","GWS",88,77,11,-11,1.44,2.83,-14.5,14.5,15,2022
"2515","26/06/2022","Adelaide Oval","Port Adelaide","Gold Coast",93,91,2,-2,1.42,2.9,-14.5,14.5,15,2022
"2516","30/06/2022","Gabba","Brisbane Lions","Footscray",108,67,41,-41,1.42,2.9,-14.5,14.5,16,2022
"2517","01/07/2022","Docklands","Carlton","St Kilda",78,93,-15,15,1.55,2.45,-9.5,9.5,16,2022
"2518","02/07/2022","M.C.G.","Essendon","Sydney",95,86,9,-9,3.2,1.36,17.5,-17.5,16,2022
"2519","02/07/2022","Adelaide Oval","Adelaide","Melbourne",65,94,-29,29,5.75,1.15,32.5,-32.5,16,2022
"2520","02/07/2022","Kardinia Park","Geelong","North Melbourne",144,32,112,-112,1.01,19,-65.5,65.5,16,2022
"2521","02/07/2022","Carrara","Gold Coast","Collingwood",62,67,-5,5,1.78,2.05,-3.5,3.5,16,2022
"2522","03/07/2022","M.C.G.","Richmond","West Coast",128,93,35,-35,1.12,6.5,-38.5,38.5,16,2022
"2523","03/07/2022","Sydney Showground","GWS","Hawthorn",72,50,22,-22,1.5,2.65,-11.5,11.5,16,2022
"2524","03/07/2022","Perth Stadium","Fremantle","Port Adelaide",99,91,8,-8,1.41,2.92,-14.5,14.5,16,2022
"2525","07/07/2022","Kardinia Park","Geelong","Melbourne",91,63,28,-28,1.91,1.9,1.5,-1.5,17,2022
"2526","08/07/2022","S.C.G.","Sydney","Footscray",120,67,53,-53,1.58,2.42,-8.5,8.5,17,2022
"2527","09/07/2022","M.C.G.","Collingwood","North Melbourne",88,81,7,-7,1.02,15,-56.5,56.5,17,2022
"2528","09/07/2022","Carrara","Gold Coast","Richmond",94,92,2,-2,1.87,1.95,-1.5,1.5,17,2022
"2529","09/07/2022","Docklands","St Kilda","Fremantle",70,111,-41,41,1.87,1.95,0.5,-0.5,17,2022
"2530","09/07/2022","Adelaide Oval","Port Adelaide","GWS",84,29,55,-55,1.38,3.1,-16.5,16.5,17,2022
"2531","10/07/2022","Gabba","Brisbane Lions","Essendon",90,100,-10,10,1.18,4.8,-29.5,29.5,17,2022
"2532","10/07/2022","Docklands","Hawthorn","Adelaide",86,54,32,-32,1.53,2.5,-10.5,10.5,17,2022
"2533","10/07/2022","Perth Stadium","West Coast","Carlton",53,116,-63,63,3.1,1.37,17.5,-17.5,17,2022
"2534","15/07/2022","Docklands","Footscray","St Kilda",84,56,28,-28,1.655,2.25,-6.5,6.5,18,2022
"2535","16/07/2022","Adelaide Oval","Adelaide","Collingwood",86,91,-5,5,2.4,1.57,9.5,-9.5,18,2022
"2536","16/07/2022","Manuka Oval","GWS","Brisbane Lions",59,99,-40,40,2.45,1.55,10,-10,18,2022
"2537","16/07/2022","Docklands","North Melbourne","Richmond",92,88,4,-4,7.75,1.085,46.5,-46.5,18,2022
"2538","16/07/2022","M.C.G.","Carlton","Geelong",55,85,-30,30,2.35,1.6,8.5,-8.5,18,2022
"2539","16/07/2022","Perth Stadium","Fremantle","Sydney",65,82,-17,17,1.525,2.545,-10.5,10.5,18,2022
"2540","17/07/2022","M.C.G.","Hawthorn","West Coast",102,77,25,-25,1.145,5.625,-33,33,18,2022
"2541","17/07/2022","Traeger Park","Melbourne","Port Adelaide",83,69,14,-14,1.515,2.57,-10,10,18,2022
"2542","17/07/2022","Docklands","Essendon","Gold Coast",103,55,48,-48,1.95,1.87,1.5,-1.5,18,2022
"2543","22/07/2022","Docklands","Richmond","Fremantle",52,52,0,0,1.935,1.9,1.5,-1.5,19,2022
"2544","23/07/2022","Bellerive Oval","North Melbourne","Hawthorn",75,121,-46,46,3.275,1.345,19.5,-19.5,19,2022
"2545","23/07/2022","S.C.G.","Sydney","Adelaide",118,85,33,-33,1.13,6.2,-35,35,19,2022
"2546","23/07/2022","Adelaide Oval","Port Adelaide","Geelong",94,106,-12,12,2.45,1.55,9,-9,19,2022
"2547","23/07/2022","Gabba","Brisbane Lions","Gold Coast",110,93,17,-17,1.295,3.6,-22.5,22.5,19,2022
"2548","23/07/2022","Docklands","Footscray","Melbourne",110,100,10,-10,2.345,1.605,8,-8,19,2022
"2549","24/07/2022","Docklands","Carlton","GWS",90,54,36,-36,1.245,4.05,-26.5,26.5,19,2022
"2550","24/07/2022","M.C.G.","Collingwood","Essendon",80,76,4,-4,1.7,2.15,-5.5,5.5,19,2022
"2551","24/07/2022","Perth Stadium","West Coast","St Kilda",62,90,-28,28,3.1,1.375,19,-19,19,2022
"2552","29/07/2022","Perth Stadium","Fremantle","Melbourne",39,85,-46,46,2.05,1.79,2.5,-2.5,20,2022
"2553","30/07/2022","M.C.G.","Collingwood","Port Adelaide",88,82,6,-6,1.66,2.25,-6,6,20,2022
"2554","30/07/2022","S.C.G.","Sydney","GWS",112,39,73,-73,1.19,4.775,-30.5,30.5,20,2022
"2555","30/07/2022","Docklands","St Kilda","Hawthorn",75,63,12,-12,1.6,2.35,-8,8,20,2022
"2556","30/07/2022","Kardinia Park","Geelong","Footscray",94,66,28,-28,1.34,3.3,-19.5,19.5,20,2022
"2557","30/07/2022","Adelaide Oval","Adelaide","Carlton",84,55,29,-29,2.68,1.48,13.5,-13.5,20,2022
"2558","31/07/2022","Carrara","Gold Coast","West Coast",107,104,3,-3,1.15,5.625,-34.5,34.5,20,2022
"2559","31/07/2022","M.C.G.","Richmond","Brisbane Lions",104,97,7,-7,1.8,2.025,-2.5,2.5,20,2022
"2560","31/07/2022","Docklands","Essendon","North Melbourne",114,66,48,-48,1.1,7,-41.5,41.5,20,2022
"2561","05/08/2022","M.C.G.","Melbourne","Collingwood",89,96,-7,7,1.365,3.175,-17.5,17.5,21,2022
"2562","06/08/2022","York Park","Hawthorn","Gold Coast",70,63,7,-7,1.95,1.87,1.5,-1.5,21,2022
"2563","06/08/2022","Sydney Showground","GWS","Essendon",96,69,27,-27,2.1,1.75,3.5,-3.5,21,2022
"2564","06/08/2022","Docklands","Footscray","Fremantle",78,95,-17,17,1.475,2.725,-12.5,12.5,21,2022
"2565","06/08/2022","Kardinia Park","Geelong","St Kilda",110,65,45,-45,1.135,5.9,-34.5,34.5,21,2022
"2566","06/08/2022","Adelaide Oval","Port Adelaide","Richmond",71,109,-38,38,1.7,2.175,-5.5,5.5,21,2022
"2567","07/08/2022","Docklands","North Melbourne","Sydney",88,126,-38,38,9.1,1.065,46,-46,21,2022
"2568","07/08/2022","Gabba","Brisbane Lions","Carlton",114,81,33,-33,1.38,3.125,-16.5,16.5,21,2022
"2569","07/08/2022","Perth Stadium","West Coast","Adelaide",86,102,-16,16,2,1.82,2.5,-2.5,21,2022
"2570","12/08/2022","Docklands","St Kilda","Brisbane Lions",66,81,-15,15,2.375,1.61,8.5,-8.5,22,2022
"2571","13/08/2022","Docklands","Footscray","GWS",62,57,5,-5,1.175,5,-32.5,32.5,22,2022
"2572","13/08/2022","Adelaide Oval","Adelaide","North Melbourne",103,74,29,-29,1.155,5.5,-33.5,33.5,22,2022
"2573","13/08/2022","Carrara","Gold Coast","Geelong",59,119,-60,60,3.85,1.265,23.5,-23.5,22,2022
"2574","13/08/2022","M.C.G.","Melbourne","Carlton",79,74,5,-5,1.28,3.7,-21.5,21.5,22,2022
"2575","13/08/2022","Perth Stadium","Fremantle","West Coast",71,47,24,-24,1.125,6.225,-37.5,37.5,22,2022
"2576","14/08/2022","M.C.G.","Richmond","Hawthorn",128,67,61,-61,1.35,3.2,-19.5,19.5,22,2022
"2577","14/08/2022","S.C.G.","Sydney","Collingwood",77,50,27,-27,1.4,2.95,-17,17,22,2022
"2578","14/08/2022","Docklands","Essendon","Port Adelaide",62,146,-84,84,1.8,2.05,-2.5,2.5,22,2022
"2579","19/08/2022","Gabba","Brisbane Lions","Melbourne",57,115,-58,58,1.77,2.075,-3,3,23,2022
"2580","20/08/2022","Manuka Oval","GWS","Fremantle",69,89,-20,20,2.895,1.43,14,-14,23,2022
"2581","20/08/2022","Docklands","North Melbourne","Gold Coast",47,114,-67,67,3.225,1.35,20.5,-20.5,23,2022
"2582","20/08/2022","Kardinia Park","Geelong","West Coast",131,46,85,-85,1.02,15,-62,62,23,2022
"2583","20/08/2022","M.C.G.","Essendon","Richmond",75,141,-66,66,3.5,1.3,23.5,-23.5,23,2022
"2584","20/08/2022","Adelaide Oval","Port Adelaide","Adelaide",111,55,56,-56,1.35,3.235,-20,20,23,2022
"2585","21/08/2022","York Park","Hawthorn","Footscray",64,87,-23,23,2.81,1.43,16.5,-16.5,23,2022
"2586","21/08/2022","M.C.G.","Carlton","Collingwood",74,75,-1,1,1.92,1.905,-0.5,0.5,23,2022
"2587","21/08/2022","Docklands","St Kilda","Sydney",74,88,-14,14,3.2,1.35,18.5,-18.5,23,2022
"2588","01/09/2022","Gabba","Brisbane Lions","Richmond",106,104,2,-2,2.15,1.725,5.5,-5.5,24,2022
"2589","02/09/2022","M.C.G.","Melbourne","Sydney",69,91,-22,22,1.48,2.725,-12.5,12.5,24,2022
"2590","03/09/2022","M.C.G.","Geelong","Collingwood",78,72,6,-6,1.395,3.075,-17.5,17.5,24,2022
"2591","03/09/2022","Perth Stadium","Fremantle","Footscray",73,60,13,-13,1.5,2.6,-12,12,24,2022
"2592","09/09/2022","M.C.G.","Melbourne","Brisbane Lions",79,92,-13,13,1.37,3.2,-18.5,18.5,25,2022
"2593","10/09/2022","M.C.G.","Collingwood","Fremantle",79,59,20,-20,1.51,2.6,-11.5,11.5,25,2022
"2594","16/09/2022","M.C.G.","Geelong","Brisbane Lions",120,49,71,-71,1.3,3.5,-22,22,26,2022
"2595","17/09/2022","S.C.G.","Sydney","Collingwood",95,94,1,-1,1.42,2.9,-17.5,17.5,26,2022
"2596","24/09/2022","M.C.G.","Geelong","Sydney",133,52,81,-81,1.48,2.7,-12.5,12.5,27,2022
"2597","16/03/2023","M.C.G.","Richmond","Carlton",58,58,0,0,1.67,2.2,-6,6,1,2023
"2598","17/03/2023","M.C.G.","Geelong","Collingwood",103,125,-22,22,1.53,2.5,-11.5,11.5,1,2023
"2599","18/03/2023","Docklands","North Melbourne","West Coast",87,82,5,-5,1.85,1.99,-2.5,2.5,1,2023
"2600","18/03/2023","Adelaide Oval","Port Adelaide","Brisbane Lions",126,72,54,-54,2,1.82,2,-2,1,2023
"2601","18/03/2023","M.C.G.","Melbourne","Footscray",115,65,50,-50,1.6,2.36,-8,8,1,2023
"2602","18/03/2023","Carrara","Gold Coast","Sydney",61,110,-49,49,2.3,1.62,7.5,-7.5,1,2023
"2603","19/03/2023","Sydney Showground","GWS","Adelaide",106,90,16,-16,1.65,2.25,-8.5,8.5,1,2023
"2604","19/03/2023","M.C.G.","Hawthorn","Essendon",65,124,-59,59,2.35,1.61,8.5,-8.5,1,2023
"2605","19/03/2023","Docklands","St Kilda","Fremantle",67,52,15,-15,2.55,1.52,10.5,-10.5,1,2023
"2606","30/03/2023","Docklands","Footscray","Brisbane Lions",67,53,14,-14,2.4,1.57,9,-9,3,2023
"2607","31/03/2023","M.C.G.","Collingwood","Richmond",63,49,14,-14,1.41,2.9,-16.5,16.5,3,2023
"2608","01/04/2023","York Park","Hawthorn","North Melbourne",80,61,19,-19,2.5,1.55,9.5,-9.5,3,2023
"2609","01/04/2023","Sydney Showground","GWS","Carlton",64,74,-10,10,2.5,1.54,10,-10,3,2023
"2610","01/04/2023","M.C.G.","St Kilda","Essendon",92,74,18,-18,1.71,2.15,-3.5,3.5,3,2023
"2611","01/04/2023","Adelaide Oval","Port Adelaide","Adelaide",86,117,-31,31,1.4,2.95,-16,16,3,2023
"2612","02/04/2023","Carrara","Gold Coast","Geelong",73,54,19,-19,3.05,1.39,16.5,-16.5,3,2023
"2613","02/04/2023","M.C.G.","Melbourne","Sydney",134,84,50,-50,1.74,2.1,-4.5,4.5,3,2023
"2614","02/04/2023","Perth Stadium","Fremantle","West Coast",108,67,41,-41,1.46,2.75,-14,14,3,2023
"2615","06/04/2023","Gabba","Brisbane Lions","Collingwood",116,83,33,-33,2.05,1.77,3.5,-3.5,4,2023
"2616","07/04/2023","Docklands","North Melbourne","Carlton",84,107,-23,23,4.25,1.22,25.5,-25.5,4,2023
"2617","08/04/2023","Adelaide Oval","Adelaide","Fremantle",111,72,39,-39,1.75,2.1,-4.5,4.5,4,2023
"2618","08/04/2023","M.C.G.","Richmond","Footscray",84,89,-5,5,1.48,2.7,-12,12,4,2023
"2619","08/04/2023","Docklands","St Kilda","Gold Coast",113,60,53,-53,1.48,2.75,-12.5,12.5,4,2023
"2620","08/04/2023","S.C.G.","Sydney","Port Adelaide",64,66,-2,2,1.35,3.2,-18.5,18.5,4,2023
"2621","09/04/2023","Docklands","Essendon","GWS",88,75,13,-13,1.48,2.65,-12.5,12.5,4,2023
"2622","09/04/2023","Perth Stadium","West Coast","Melbourne",63,126,-63,63,8.5,1.08,44.5,-44.5,4,2023
"2623","10/04/2023","M.C.G.","Geelong","Hawthorn",127,45,82,-82,1.17,5,-30.5,30.5,4,2023
"2624","13/04/2023","Adelaide Oval","Adelaide","Carlton",118,62,56,-56,1.94,1.88,-1,1,5,2023
"2625","14/04/2023","Norwood Oval","Fremantle","Gold Coast",100,90,10,-10,1.68,2.2,-6,6,5,2023
"2626","14/04/2023","Adelaide Oval","Richmond","Sydney",78,122,-44,44,2.45,1.55,11.5,-11.5,5,2023
"2627","15/04/2023","Summit Sports Park","Brisbane Lions","North Melbourne",152,77,75,-75,1.19,4.7,-28.5,28.5,5,2023
"2628","15/04/2023","Adelaide Oval","Essendon","Melbourne",104,77,27,-27,3.7,1.28,23.5,-23.5,5,2023
"2629","15/04/2023","Adelaide Oval","Port Adelaide","Footscray",70,56,14,-14,1.52,2.55,-11.5,11.5,5,2023
"2630","16/04/2023","Adelaide Oval","Geelong","West Coast",136,89,47,-47,1.07,8.5,-43.5,43.5,5,2023
"2631","16/04/2023","Norwood Oval","GWS","Hawthorn",77,75,2,-2,1.42,2.85,-15,15,5,2023
"2632","16/04/2023","Adelaide Oval","Collingwood","St Kilda",70,64,6,-6,1.45,2.8,-14.5,14.5,5,2023
"2633","21/04/2023","Perth Stadium","Fremantle","Footscray",69,118,-49,49,1.8,2,-3.5,3.5,6,2023
"2634","22/04/2023","Adelaide Oval","Port Adelaide","West Coast",109,69,40,-40,1.05,9.5,-51.5,51.5,6,2023
"2635","22/04/2023","Manuka Oval","GWS","Brisbane Lions",87,108,-21,21,3.45,1.32,20.5,-20.5,6,2023
"2636","22/04/2023","Kardinia Park","Geelong","Sydney",130,37,93,-93,1.44,2.8,-16,16,6,2023
"2637","23/04/2023","York Park","Hawthorn","Adelaide",76,79,-3,3,3.7,1.28,23.5,-23.5,6,2023
"2638","23/04/2023","Docklands","Carlton","St Kilda",60,82,-22,22,2.1,1.75,4,-4,6,2023
"2639","23/04/2023","Carrara","Gold Coast","North Melbourne",97,54,43,-43,1.23,4.2,-24.5,24.5,6,2023
