"","Date","Venue","Home.Team","Away.Team","Home.Score","Away.Score","Home.Margin","Away.Margin","Home.Win.Odds","Away.Win.Odds","Home.Line.Odds","Away.Line.Odds","Round","Season"
"623","21/04/2013","M.C.G.","Melbourne","GWS",144,103,41,-41,1.48,2.65,-14.5,14.5,4,2013
"624","21/04/2013","AAMI","Adelaide","Western Bulldogs",80,28,52,-52,1.11,6.75,-40.5,40.5,4,2013
"625","21/04/2013","Docklands","North Melbourne","Brisbane",125,62,63,-63,1.28,3.65,-23.5,23.5,4,2013
"626","25/04/2013","M.C.G.","Essendon","Collingwood",121,75,46,-46,2.25,1.67,7.5,-7.5,5,2013
"627","25/04/2013","Westpac","St Kilda","Sydney",63,79,-16,16,5.35,1.17,28.5,-28.5,5,2013
"628","26/04/2013","Domain","Fremantle","Richmond",81,80,1,-1,1.4,3.05,-17.5,17.5,5,2013
"629","27/04/2013","Canberra","GWS","Gold Coast",104,148,-44,44,3.6,1.31,19.5,-19.5,5,2013
"630","27/04/2013","M.C.G.","Carlton","Adelaide",115,83,32,-32,1.4,3,-15.5,15.5,5,2013
"631","27/04/2013","AAMI","Port Adelaide","West Coast",84,79,5,-5,2,1.85,2.5,-2.5,5,2013
"632","27/04/2013","Docklands","Western Bulldogs","Geelong",86,107,-21,21,19,1.01,65.5,-65.5,5,2013
"633","28/04/2013","Gabba","Brisbane","Melbourne",122,94,28,-28,1.21,4.65,-33.5,33.5,5,2013
"634","28/04/2013","M.C.G.","Hawthorn","North Melbourne",99,96,3,-3,1.16,5.5,-32.5,32.5,5,2013
"635","03/05/2013","Docklands","Collingwood","St Kilda",103,77,26,-26,1.24,4.2,-23.5,23.5,6,2013
"636","04/05/2013","Docklands","Essendon","GWS",120,81,39,-39,1.01,21,-92.5,92.5,6,2013
"637","04/05/2013","Blundstone","North Melbourne","Port Adelaide",93,83,10,-10,1.37,3.17,-16.5,16.5,6,2013
"638","04/05/2013","AAMI","Adelaide","Hawthorn",78,89,-11,11,4.85,1.2,24.5,-24.5,6,2013
"639","04/05/2013","M.C.G.","Richmond","Geelong",87,131,-44,44,3.05,1.4,16.5,-16.5,6,2013
"640","04/05/2013","Metricon","Gold Coast","Fremantle",54,99,-45,45,2.75,1.46,13.5,-13.5,6,2013
"641","05/05/2013","S.C.G.","Sydney","Brisbane",115,55,60,-60,1.05,11,-43.5,43.5,6,2013
"642","05/05/2013","Domain","West Coast","Western Bulldogs",137,67,70,-70,1.03,14,-56.5,56.5,6,2013
"643","05/05/2013","M.C.G.","Carlton","Melbourne",121,60,61,-61,1.02,16,-66.5,66.5,6,2013
"644","10/05/2013","Docklands","Geelong","Essendon",113,85,28,-28,1.68,2.25,-7.5,7.5,7,2013
"645","11/05/2013","AAMI","Port Adelaide","Richmond",73,114,-41,41,1.58,2.45,-10.5,10.5,7,2013
"646","11/05/2013","Gabba","Brisbane","West Coast",82,108,-26,26,4.45,1.22,23.5,-23.5,7,2013
"647","11/05/2013","Docklands","Western Bulldogs","North Melbourne",97,151,-54,54,8.5,1.08,37.5,-37.5,7,2013
"648","11/05/2013","Domain","Fremantle","Collingwood",100,73,27,-27,2.45,1.58,9.5,-9.5,7,2013
"649","11/05/2013","M.C.G.","Hawthorn","Sydney",119,82,37,-37,1.46,2.8,-14.5,14.5,7,2013
"650","12/05/2013","GIANTS","GWS","Adelaide",52,187,-135,135,11,1.05,49.5,-49.5,7,2013
"651","12/05/2013","M.C.G.","Melbourne","Gold Coast",54,114,-60,60,2.18,1.72,5.5,-5.5,7,2013
"652","13/05/2013","Docklands","St Kilda","Carlton",77,68,9,-9,4.25,1.24,24.5,-24.5,7,2013
"653","17/05/2013","Domain","West Coast","North Melbourne",90,88,2,-2,1.4,3.05,-18.5,18.5,8,2013
"654","18/05/2013","Docklands","Essendon","Brisbane",86,96,-10,10,1.04,12,-50.5,50.5,8,2013
"655","18/05/2013","UTAS","Hawthorn","GWS",140,57,83,-83,1.01,21,-102.5,102.5,8,2013
"656","18/05/2013","Metricon","Gold Coast","Western Bulldogs",93,61,32,-32,1.65,2.3,-9.5,9.5,8,2013
"657","18/05/2013","S.C.G.","Sydney","Fremantle",70,70,0,0,1.36,3.25,-18.5,18.5,8,2013
"658","18/05/2013","M.C.G.","Collingwood","Geelong",102,96,6,-6,3.25,1.36,20.5,-20.5,8,2013
"659","19/05/2013","Docklands","Carlton","Port Adelaide",109,91,18,-18,1.41,3,-17.5,17.5,8,2013
"660","19/05/2013","M.C.G.","Richmond","Melbourne",106,72,34,-34,1.03,13.5,-71.5,71.5,8,2013
"661","19/05/2013","AAMI","Adelaide","St Kilda",87,47,40,-40,1.34,3.4,-21.5,21.5,8,2013
"662","24/05/2013","M.C.G.","Collingwood","Sydney",55,102,-47,47,1.65,2.3,-7.5,7.5,9,2013
"663","25/05/2013","AAMI","Port Adelaide","Geelong",68,116,-48,48,5.15,1.18,26.5,-26.5,9,2013
"664","25/05/2013","GIANTS","GWS","West Coast",55,155,-100,100,11,1.05,67.5,-67.5,9,2013
"665","25/05/2013","Docklands","St Kilda","Western Bulldogs",101,110,-9,9,1.2,4.5,-31.5,31.5,9,2013
"666","25/05/2013","Gabba","Brisbane","Carlton",85,98,-13,13,2.9,1.43,15.5,-15.5,9,2013
"667","25/05/2013","M.C.G.","Richmond","Essendon",62,91,-29,29,2.08,1.78,3.5,-3.5,9,2013
"668","26/05/2013","M.C.G.","Hawthorn","Gold Coast",118,92,26,-26,1.02,15,-64.5,64.5,9,2013
"669","26/05/2013","Domain","Fremantle","Melbourne",130,40,90,-90,1.02,15,-62.5,62.5,9,2013
"670","26/05/2013","Docklands","North Melbourne","Adelaide",124,125,-1,1,1.46,2.8,-14.5,14.5,9,2013
"671","31/05/2013","Gabba","Brisbane","Collingwood",51,100,-49,49,4.75,1.2,28.5,-28.5,10,2013
"672","01/06/2013","AAMI","Adelaide","Fremantle",59,66,-7,7,1.85,2,-2.5,2.5,10,2013
"673","01/06/2013","Docklands","Carlton","GWS",148,54,94,-94,1.01,21,-80.5,80.5,10,2013
"674","01/06/2013","S.C.G.","Sydney","Essendon",115,71,44,-44,1.56,2.5,-10.5,10.5,10,2013
"675","01/06/2013","TIO","Western Bulldogs","Port Adelaide",67,58,9,-9,2.8,1.46,14.5,-14.5,10,2013
"676","01/06/2013","GMHBA","Geelong","Gold Coast",123,71,52,-52,1.03,14,-52.5,52.5,10,2013
"677","02/06/2013","M.C.G.","Melbourne","Hawthorn",48,143,-95,95,18,1.01,88.5,-88.5,10,2013
"678","02/06/2013","Docklands","North Melbourne","St Kilda",133,65,68,-68,1.2,4.75,-29.5,29.5,10,2013
"679","03/06/2013","Domain","West Coast","Richmond",62,103,-41,41,1.26,4,-23.5,23.5,10,2013
"680","07/06/2013","M.C.G.","Essendon","Carlton",77,72,5,-5,1.83,2.02,-2.5,2.5,11,2013
"681","08/06/2013","GIANTS","GWS","Geelong",98,157,-59,59,21,1.01,83.5,-83.5,11,2013
"682","08/06/2013","AAMI","Adelaide","Sydney",50,127,-77,77,2.65,1.5,9.5,-9.5,11,2013
"683","08/06/2013","Metricon","Gold Coast","North Melbourne",66,51,15,-15,3.6,1.31,19.5,-19.5,11,2013
"684","09/06/2013","Docklands","St Kilda","West Coast",80,84,-4,4,2.8,1.46,15.5,-15.5,11,2013
"685","10/06/2013","M.C.G.","Melbourne","Collingwood",39,122,-83,83,14,1.03,70.5,-70.5,11,2013
"686","14/06/2013","Docklands","Carlton","Hawthorn",87,102,-15,15,4.25,1.24,25.5,-25.5,12,2013
"687","15/06/2013","M.C.G.","Richmond","Adelaide",110,72,38,-38,1.38,3.15,-17.5,17.5,12,2013
"688","15/06/2013","Domain","Fremantle","Brisbane",86,46,40,-40,1.07,9.25,-46.5,46.5,12,2013
"689","15/06/2013","Docklands","Essendon","Gold Coast",115,72,43,-43,1.15,5.8,-36.5,36.5,12,2013
"690","16/06/2013","GIANTS","GWS","Port Adelaide",50,125,-75,75,4,1.26,28.5,-28.5,12,2013
"691","16/06/2013","Docklands","Collingwood","Western Bulldogs",99,65,34,-34,1.11,7,-35.5,35.5,12,2013
"692","21/06/2013","Docklands","Hawthorn","West Coast",123,103,20,-20,1.18,5.15,-30.5,30.5,13,2013
"693","22/06/2013","AAMI","Port Adelaide","Sydney",72,54,18,-18,8.25,1.08,37.5,-37.5,13,2013
"694","22/06/2013","M.C.G.","St Kilda","Melbourne",104,69,35,-35,1.13,6.4,-38.5,38.5,13,2013
"695","22/06/2013","Docklands","Western Bulldogs","Richmond",61,121,-60,60,7.5,1.1,39.5,-39.5,13,2013
"696","23/06/2013","Domain","Fremantle","North Melbourne",67,29,38,-38,1.38,3.15,-16.5,16.5,13,2013
"697","23/06/2013","Gabba","Brisbane","Geelong",103,98,5,-5,5.5,1.16,27.5,-27.5,13,2013
"698","27/06/2013","Domain","West Coast","Essendon",91,98,-7,7,2.2,1.7,6.5,-6.5,14,2013
"699","28/06/2013","S.C.G.","Sydney","Carlton",65,43,22,-22,1.42,2.95,-15.5,15.5,14,2013
"700","29/06/2013","Metricon","Gold Coast","Adelaide",83,111,-28,28,2.4,1.6,10.5,-10.5,14,2013
"701","29/06/2013","AAMI","Port Adelaide","Collingwood",86,51,35,-35,2.95,1.42,14.5,-14.5,14,2013
"702","29/06/2013","GMHBA","Geelong","Fremantle",85,44,41,-41,1.36,3.25,-16.5,16.5,14,2013
"703","29/06/2013","M.C.G.","Melbourne","Western Bulldogs",103,100,3,-3,4,1.26,27.5,-27.5,14,2013
"704","30/06/2013","UTAS","Hawthorn","Brisbane",143,85,58,-58,1.07,9.25,-44.5,44.5,14,2013
"705","30/06/2013","Docklands","North Melbourne","GWS",130,44,86,-86,1.01,21,-82.5,82.5,14,2013
"706","30/06/2013","M.C.G.","Richmond","St Kilda",119,55,64,-64,1.18,5,-33.5,33.5,14,2013
"707","05/07/2013","M.C.G.","Carlton","Collingwood",77,118,-41,41,1.57,2.45,-9.5,9.5,15,2013
"708","06/07/2013","Canberra","GWS","Western Bulldogs",83,87,-4,4,4.5,1.22,33.5,-33.5,15,2013
"709","06/07/2013","Docklands","North Melbourne","Richmond",128,66,62,-62,2.7,1.48,13.5,-13.5,15,2013
"710","06/07/2013","Gabba","Brisbane","Gold Coast",116,83,33,-33,1.28,3.75,-22.5,22.5,15,2013
"711","06/07/2013","AAMI","Adelaide","West Coast",69,75,-6,6,1.55,2.5,-9.5,9.5,15,2013
"712","06/07/2013","M.C.G.","Geelong","Hawthorn",82,72,10,-10,2.4,1.6,7.5,-7.5,15,2013
"713","07/07/2013","M.C.G.","Melbourne","Sydney",85,116,-31,31,15,1.02,59.5,-59.5,15,2013
"714","07/07/2013","Domain","Fremantle","St Kilda",100,70,30,-30,1.03,14,-57.5,57.5,15,2013
"715","07/07/2013","Docklands","Essendon","Port Adelaide",118,88,30,-30,1.33,3.4,-21.5,21.5,15,2013
"716","12/07/2013","M.C.G.","Collingwood","Adelaide",111,84,27,-27,1.16,5.5,-30.5,30.5,16,2013
"717","13/07/2013","AAMI","Port Adelaide","Hawthorn",79,124,-45,45,3.2,1.37,17.5,-17.5,16,2013
"718","13/07/2013","GMHBA","Geelong","Melbourne",98,30,68,-68,1.01,21,-63.5,63.5,16,2013
"719","13/07/2013","Cazaly's","Richmond","Gold Coast",53,44,9,-9,1.23,4.3,-26.5,26.5,16,2013
"720","13/07/2013","Docklands","Carlton","St Kilda",110,74,36,-36,1.38,3.15,-18.5,18.5,16,2013
"721","13/07/2013","Gabba","Brisbane","North Melbourne",117,105,12,-12,2.95,1.42,15.5,-15.5,16,2013
"722","14/07/2013","S.C.G.","Sydney","GWS",171,42,129,-129,1.01,17,-80.5,80.5,16,2013
"723","14/07/2013","Domain","West Coast","Fremantle",93,121,-28,28,2.9,1.43,15.5,-15.5,16,2013
"724","14/07/2013","Docklands","Western Bulldogs","Essendon",90,121,-31,31,7.5,1.1,41.5,-41.5,16,2013
"725","19/07/2013","Docklands","North Melbourne","Carlton",108,109,-1,1,1.62,2.35,-7.5,7.5,17,2013
"726","20/07/2013","UTAS","Hawthorn","Western Bulldogs",95,76,19,-19,1.04,12,-56.5,56.5,17,2013
"727","20/07/2013","GIANTS","GWS","Essendon",77,116,-39,39,15,1.02,69.5,-69.5,17,2013
"728","20/07/2013","Metricon","Gold Coast","Collingwood",85,78,7,-7,5.25,1.17,27.5,-27.5,17,2013
"729","20/07/2013","TIO","Melbourne","Brisbane",75,94,-19,19,3.65,1.3,24.5,-24.5,17,2013
"730","20/07/2013","Docklands","St Kilda","Port Adelaide",92,97,-5,5,2.22,1.68,4.5,-4.5,17,2013
"731","21/07/2013","M.C.G.","Richmond","Fremantle",84,57,27,-27,1.72,2.15,-5.5,5.5,17,2013
"732","21/07/2013","Domain","West Coast","Sydney",79,113,-34,34,2.6,1.52,11.5,-11.5,17,2013
"733","21/07/2013","AAMI","Adelaide","Geelong",94,92,2,-2,4.25,1.23,24.5,-24.5,17,2013
"734","26/07/2013","Docklands","Essendon","Hawthorn",87,143,-56,56,3.45,1.32,22.5,-22.5,18,2013
"735","27/07/2013","Metricon","Gold Coast","Carlton",77,120,-43,43,3,1.41,16.5,-16.5,18,2013
"736","27/07/2013","Docklands","Melbourne","North Melbourne",28,150,-122,122,15,1.02,62.5,-62.5,18,2013
"737","27/07/2013","M.C.G.","Collingwood","GWS",106,66,40,-40,1.01,21,-86.5,86.5,18,2013
"738","27/07/2013","Domain","Fremantle","Adelaide",75,53,22,-22,1.26,4,-24.5,24.5,18,2013
"739","27/07/2013","GMHBA","Geelong","St Kilda",137,36,101,-101,1.07,9,-43.5,43.5,18,2013
"740","28/07/2013","AAMI","Port Adelaide","Brisbane",71,62,9,-9,1.35,3.3,-19.5,19.5,18,2013
"741","28/07/2013","Docklands","Western Bulldogs","West Coast",111,89,22,-22,2.55,1.54,11.5,-11.5,18,2013
"742","28/07/2013","S.C.G.","Sydney","Richmond",110,63,47,-47,1.28,3.8,-22.5,22.5,18,2013
"743","02/08/2013","Docklands","North Melbourne","Geelong",96,86,10,-10,3.5,1.32,21.5,-21.5,19,2013
"744","03/08/2013","GIANTS","GWS","Melbourne",124,87,37,-37,1.6,2.4,-7.5,7.5,19,2013
"745","03/08/2013","M.C.G.","Hawthorn","Richmond",66,107,-41,41,1.2,4.6,-28.5,28.5,19,2013
"746","03/08/2013","Domain","West Coast","Gold Coast",130,113,17,-17,1.42,2.9,-15.5,15.5,19,2013
"747","03/08/2013","Gabba","Brisbane","St Kilda",108,77,31,-31,1.24,4.25,-25.5,25.5,19,2013
"748","03/08/2013","Docklands","Carlton","Fremantle",80,116,-36,36,1.85,2,-2.5,2.5,19,2013
"749","04/08/2013","Docklands","Western Bulldogs","Sydney",99,134,-35,35,8,1.09,44.5,-44.5,19,2013
"750","04/08/2013","AAMI","Adelaide","Port Adelaide",103,107,-4,4,2,1.83,2.5,-2.5,19,2013
"751","04/08/2013","M.C.G.","Collingwood","Essendon",133,54,79,-79,1.83,2,-2.5,2.5,19,2013
"752","09/08/2013","Docklands","St Kilda","Hawthorn",56,102,-46,46,14,1.03,54.5,-54.5,20,2013
"753","10/08/2013","M.C.G.","Richmond","Brisbane",97,74,23,-23,1.17,5.2,-33.5,33.5,20,2013
"754","10/08/2013","GMHBA","Geelong","Port Adelaide",129,104,25,-25,1.11,7.25,-42.5,42.5,20,2013
"755","10/08/2013","Docklands","Carlton","Western Bulldogs",89,117,-28,28,1.4,3.05,-18.5,18.5,20,2013
"756","10/08/2013","Metricon","Gold Coast","Melbourne",90,77,13,-13,1.1,7.5,-42.5,42.5,20,2013
"757","10/08/2013","ANZ","Sydney","Collingwood",71,100,-29,29,1.42,2.95,-17.5,17.5,20,2013
"758","11/08/2013","Docklands","Essendon","West Coast",67,120,-53,53,1.43,2.9,-16.5,16.5,20,2013
"759","11/08/2013","Domain","Fremantle","GWS",157,44,113,-113,1.01,19,-78.5,78.5,20,2013
"760","11/08/2013","AAMI","Adelaide","North Melbourne",79,70,9,-9,2.05,1.8,3.5,-3.5,20,2013
"761","16/08/2013","M.C.G.","Hawthorn","Collingwood",119,84,35,-35,1.52,2.6,-12.5,12.5,21,2013
"762","17/08/2013","AAMI","Port Adelaide","Gold Coast",113,96,17,-17,1.18,5,-30.5,30.5,21,2013
"763","17/08/2013","M.C.G.","Richmond","Carlton",96,106,-10,10,1.26,4,-25.5,25.5,21,2013
"764","17/08/2013","Docklands","Essendon","North Melbourne",70,115,-45,45,3.25,1.35,22.5,-22.5,21,2013
"765","17/08/2013","Domain","West Coast","Geelong",41,107,-66,66,2.75,1.46,14.5,-14.5,21,2013
"766","17/08/2013","Gabba","Brisbane","GWS",123,63,60,-60,1.06,10,-61.5,61.5,21,2013
"767","18/08/2013","M.C.G.","Melbourne","Fremantle",38,133,-95,95,17,1.01,66.5,-66.5,21,2013
"768","18/08/2013","S.C.G.","Sydney","St Kilda",118,59,59,-59,1.02,16,-60.5,60.5,21,2013
"769","18/08/2013","Docklands","Western Bulldogs","Adelaide",131,114,17,-17,2.05,1.8,3.5,-3.5,21,2013
"770","23/08/2013","M.C.G.","Collingwood","West Coast",101,39,62,-62,1.14,6,-34.5,34.5,22,2013
"771","24/08/2013","AAMI","Adelaide","Melbourne",120,52,68,-68,1.02,17,-61.5,61.5,22,2013
"772","24/08/2013","Docklands","North Melbourne","Hawthorn",103,117,-14,14,3.6,1.3,20.5,-20.5,22,2013
"773","24/08/2013","GMHBA","Geelong","Sydney",92,48,44,-44,1.43,2.9,-14.5,14.5,22,2013
"774","24/08/2013","Domain","Fremantle","Port Adelaide",134,60,74,-74,1.15,5.75,-35.5,35.5,22,2013
"775","24/08/2013","M.C.G.","Carlton","Essendon",76,82,-6,6,1.45,2.85,-18.5,18.5,22,2013
"776","25/08/2013","Docklands","St Kilda","Gold Coast",116,70,46,-46,1.72,2.17,-5.5,5.5,22,2013
"777","25/08/2013","GIANTS","GWS","Richmond",42,163,-121,121,15,1.02,62.5,-62.5,22,2013
"778","25/08/2013","Gabba","Brisbane","Western Bulldogs",100,93,7,-7,1.6,2.4,-10.5,10.5,22,2013
"779","30/08/2013","ANZ","Sydney","Hawthorn",100,112,-12,12,2.6,1.5,12.5,-12.5,23,2013
"780","31/08/2013","Docklands","St Kilda","Fremantle",112,41,71,-71,1.67,2.25,-5.5,5.5,23,2013
"781","31/08/2013","GMHBA","Geelong","Brisbane",112,111,1,-1,1.03,14,-57.5,57.5,23,2013
"782","31/08/2013","AAMI","Port Adelaide","Carlton",103,104,-1,1,1.89,1.93,-1.5,-1.5,23,2013
"783","31/08/2013","Domain","West Coast","Adelaide",43,129,-86,86,1.91,1.91,-1.5,-1.5,23,2013
"784","31/08/2013","M.C.G.","Essendon","Richmond",65,104,-39,39,2.8,1.45,18.5,-18.5,23,2013
"785","01/09/2013","Metricon","Gold Coast","GWS",146,63,83,-83,1.07,9,-48.5,48.5,23,2013
"786","01/09/2013","M.C.G.","Collingwood","North Melbourne",114,125,-11,11,1.6,2.4,-8.5,8.5,23,2013
"787","01/09/2013","Docklands","Western Bulldogs","Melbourne",107,87,20,-20,1.07,9,-46.5,46.5,23,2013
"788","06/09/2013","M.C.G.","Hawthorn","Sydney",105,51,54,-54,1.6,2.4,-10.5,10.5,24,2013
"789","07/09/2013","GMHBA","Geelong","Fremantle",72,87,-15,15,1.38,3.15,-16.5,16.5,24,2013
"790","07/09/2013","M.C.G.","Collingwood","Port Adelaide",63,87,-24,24,1.21,4.6,-29.5,29.5,24,2013
"791","08/09/2013","M.C.G.","Richmond","Carlton",96,116,-20,20,1.47,2.8,-13.5,13.5,24,2013
"792","13/09/2013","M.C.G.","Geelong","Port Adelaide",96,80,16,-16,1.2,4.8,-28.5,28.5,25,2013
"793","14/09/2013","ANZ","Sydney","Carlton",86,62,24,-24,1.38,3.15,-18.5,18.5,25,2013
"794","20/09/2013","M.C.G.","Hawthorn","Geelong",102,97,5,-5,1.48,2.6,-11.5,11.5,26,2013
"795","21/09/2013","Domain","Fremantle","Sydney",99,74,25,-25,1.3,3.65,-22.5,22.5,26,2013
"796","28/09/2013","M.C.G.","Hawthorn","Fremantle",77,62,15,-15,1.62,2.3,-8.5,8.5,27,2013
"797","14/03/2014","Docklands","Collingwood","Fremantle",46,116,-70,70,2.5,1.56,9.5,-9.5,1,2014
"798","15/03/2014","GIANTS","GWS","Sydney",99,67,32,-32,12,1.04,44.5,-44.5,1,2014
"799","15/03/2014","Metricon","Gold Coast","Richmond",87,69,18,-18,2.8,1.45,14.5,-14.5,1,2014
"800","16/03/2014","Docklands","Carlton","Port Adelaide",87,120,-33,33,1.7,2.2,-6.5,6.5,1,2014
"801","20/03/2014","GMHBA","Geelong","Adelaide",119,81,38,-38,1.36,3.25,-19.5,19.5,1,2014
"802","21/03/2014","Docklands","North Melbourne","Essendon",60,99,-39,39,1.5,2.65,-13.5,13.5,1,2014
"803","22/03/2014","UTAS","Hawthorn","Brisbane",139,91,48,-48,1.09,8,-45.5,45.5,1,2014
"804","22/03/2014","Docklands","St Kilda","Melbourne",68,51,17,-17,2.2,1.7,6.5,-6.5,1,2014
"805","23/03/2014","Domain","West Coast","Western Bulldogs",134,69,65,-65,1.18,5.25,-31.5,31.5,1,2014
"806","27/03/2014","M.C.G.","Richmond","Carlton",98,86,12,-12,1.51,2.65,-11.5,11.5,2,2014
"807","28/03/2014","Docklands","Essendon","Hawthorn",86,90,-4,4,2.65,1.5,14.5,-14.5,2,2014
"808","29/03/2014","Docklands","St Kilda","GWS",95,88,7,-7,1.8,2.05,-3.5,3.5,2,2014
"809","29/03/2014","Adelaide","Port Adelaide","Adelaide",127,73,54,-54,1.74,2.15,-4.5,4.5,2,2014
"810","29/03/2014","Domain","Fremantle","Gold Coast",87,39,48,-48,1.09,8,-41.5,41.5,2,2014
"811","29/03/2014","ANZ","Sydney","Collingwood",69,89,-20,20,1.45,2.85,-15.5,15.5,2,2014
"812","30/03/2014","Gabba","Brisbane","Geelong",68,93,-25,25,3.8,1.28,22.5,-22.5,2,2014
"813","30/03/2014","M.C.G.","Melbourne","West Coast",30,123,-93,93,9,1.07,46.5,-46.5,2,2014
"814","30/03/2014","Docklands","Western Bulldogs","North Melbourne",54,83,-29,29,3.35,1.33,21.5,-21.5,2,2014
"815","04/04/2014","M.C.G.","Hawthorn","Fremantle",137,79,58,-58,1.72,2.15,-5.5,5.5,3,2014
"816","05/04/2014","Adelaide","Adelaide","Sydney",71,134,-63,63,2.05,1.8,3.5,-3.5,3,2014
"817","05/04/2014","Docklands","Western Bulldogs","Richmond",100,98,2,-2,3.15,1.38,15.5,-15.5,3,2014
"818","05/04/2014","Metricon","Gold Coast","Brisbane",114,61,53,-53,1.73,2.15,-5.5,5.5,3,2014
"819","05/04/2014","Domain","West Coast","St Kilda",83,58,25,-25,1.05,11,-56.5,56.5,3,2014
"820","05/04/2014","M.C.G.","Collingwood","Geelong",76,87,-11,11,2.5,1.56,10.5,-10.5,3,2014
"821","06/04/2014","GIANTS","GWS","Melbourne",79,47,32,-32,1.33,3.3,-20.5,20.5,3,2014
"822","06/04/2014","Docklands","North Melbourne","Port Adelaide",97,90,7,-7,2,1.82,2.5,-2.5,3,2014
"823","06/04/2014","M.C.G.","Essendon","Carlton",138,57,81,-81,1.52,2.55,-11.5,11.5,3,2014
"824","11/04/2014","M.C.G.","Richmond","Collingwood",72,110,-38,38,2.8,1.47,12.5,-12.5,4,2014
"825","12/04/2014","Adelaide","Port Adelaide","Brisbane",159,46,113,-113,1.14,6,-35.5,35.5,4,2014
"826","12/04/2014","M.C.G.","Carlton","Melbourne",58,81,-23,23,1.17,5.25,-33.5,33.5,4,2014
"827","12/04/2014","Canberra","GWS","Western Bulldogs",83,110,-27,27,2.45,1.58,9.5,-9.5,4,2014
"828","12/04/2014","Metricon","Gold Coast","Hawthorn",49,148,-99,99,4.8,1.2,27.5,-27.5,4,2014
"829","12/04/2014","GMHBA","Geelong","West Coast",107,32,75,-75,1.18,5.25,-32.5,32.5,4,2014
"830","13/04/2014","S.C.G.","Sydney","North Melbourne",48,91,-43,43,1.38,3.15,-15.5,15.5,4,2014
"831","13/04/2014","Domain","Fremantle","Essendon",113,60,53,-53,1.92,1.92,-1.5,-1.5,4,2014
"832","13/04/2014","Docklands","St Kilda","Adelaide",50,136,-86,86,2.13,1.74,5.5,-5.5,4,2014
"833","17/04/2014","Gabba","Brisbane","Richmond",63,106,-43,43,4.85,1.2,29.5,-29.5,5,2014
"834","19/04/2014","M.C.G.","Collingwood","North Melbourne",93,58,35,-35,1.92,1.92,-1.5,-1.5,5,2014
"835","19/04/2014","S.C.G.","Sydney","Fremantle",92,75,17,-17,2.5,1.56,8.5,-8.5,5,2014
"836","19/04/2014","Domain","West Coast","Port Adelaide",56,70,-14,14,1.85,2,-2.5,2.5,5,2014
"837","19/04/2014","Docklands","Essendon","St Kilda",65,81,-16,16,1.13,6.4,-38.5,38.5,5,2014
"838","20/04/2014","Adelaide","Adelaide","GWS",137,72,65,-65,1.11,7,-43.5,43.5,5,2014
"839","20/04/2014","M.C.G.","Melbourne","Gold Coast",78,86,-8,8,3.05,1.4,18.5,-18.5,5,2014
"840","20/04/2014","Docklands","Western Bulldogs","Carlton",91,119,-28,28,1.8,2.05,-3.5,3.5,5,2014
"841","21/04/2014","M.C.G.","Geelong","Hawthorn",106,87,19,-19,2.45,1.58,10.5,-10.5,5,2014
"842","25/04/2014","M.C.G.","Collingwood","Essendon",83,60,23,-23,1.52,2.6,-11.5,11.5,6,2014
"843","25/04/2014","Domain","Fremantle","North Melbourne",61,74,-13,13,1.26,4.05,-23.5,23.5,6,2014
"844","25/04/2014","Westpac","St Kilda","Brisbane",79,82,-3,3,1.38,3.15,-18.5,18.5,6,2014
"845","26/04/2014","Metricon","Gold Coast","GWS",134,94,40,-40,1.18,5.25,-32.5,32.5,6,2014
"846","26/04/2014","Docklands","Carlton","West Coast",92,89,3,-3,2.08,1.78,3.5,-3.5,6,2014
"847","26/04/2014","M.C.G.","Melbourne","Sydney",38,69,-31,31,7.5,1.1,40.5,-40.5,6,2014
"848","27/04/2014","Docklands","Western Bulldogs","Adelaide",83,92,-9,9,2.5,1.56,10.5,-10.5,6,2014
"849","27/04/2014","M.C.G.","Richmond","Hawthorn",52,118,-66,66,5.3,1.17,34.5,-34.5,6,2014
"850","27/04/2014","Adelaide","Port Adelaide","Geelong",107,67,40,-40,2.15,1.73,5.5,-5.5,6,2014
"851","02/05/2014","M.C.G.","Carlton","Collingwood",70,104,-34,34,4.2,1.25,26.5,-26.5,7,2014
"852","03/05/2014","M.C.G.","Hawthorn","St Kilda",175,30,145,-145,1.04,13,-54.5,54.5,7,2014
"853","03/05/2014","Canberra","GWS","Port Adelaide",97,132,-35,35,9.5,1.07,45.5,-45.5,7,2014
"854","03/05/2014","Adelaide","Adelaide","Melbourne",67,70,-3,3,1.06,10,-48.5,48.5,7,2014
"855","03/05/2014","Docklands","Essendon","Western Bulldogs",73,65,8,-8,1.28,3.85,-23.5,23.5,7,2014
"856","03/05/2014","Gabba","Brisbane","Sydney",44,123,-79,79,5.3,1.17,31.5,-31.5,7,2014
"857","04/05/2014","Docklands","North Melbourne","Gold Coast",77,120,-43,43,1.3,3.65,-24.5,24.5,7,2014
"858","04/05/2014","Domain","West Coast","Fremantle",54,73,-19,19,2.75,1.47,12.5,-12.5,7,2014
"859","04/05/2014","M.C.G.","Geelong","Richmond",81,76,5,-5,1.2,4.75,-28.5,28.5,7,2014
"860","09/05/2014","ANZ","Sydney","Hawthorn",107,88,19,-19,2.2,1.7,6.5,-6.5,8,2014
"861","10/05/2014","Adelaide","Port Adelaide","Fremantle",94,76,18,-18,1.5,2.65,-10.5,10.5,8,2014
